,Geography,Current Year Week Ending,Type,ASP Current Year,Total Bulk and Bags Units,4046 Units,4225 Units,4770 Units,TotalBagged Units
25386,Midsouth,4/30/2017,conventional,1.38,3291328.16,771445.46,1301500.7,32879.9,1185502.1
25387,Midsouth,4/23/2017,conventional,1.4,3060395.83,617149.84,1225887.12,31534.53,1185824.34
25388,Midsouth,4/16/2017,conventional,1.43,2965083.46,618949.71,1222427.88,31587.43,1092118.44
25389,Midsouth,4/9/2017,conventional,1.39,2990138.08,650949.77,1221294.08,29641.61,1088252.62
25390,Midsouth,4/2/2017,conventional,1.3,3350938.53,670531.47,1325656.97,32123.7,1322626.39
25391,Midsouth,3/26/2017,conventional,1.33,3162600.85,673395.8,1328645.97,33096.36,1127462.72
25392,Midsouth,3/19/2017,conventional,1.35,2933076.38,607103.98,1325162.91,30753.5,970055.99
25393,Midsouth,3/12/2017,conventional,1.33,3059010.05,718846.39,1306320.17,38103.37,995740.12
25394,Midsouth,3/5/2017,conventional,1.14,3397985.84,737562.33,1432039.9,51390.66,1176992.95
25395,Midsouth,2/26/2017,conventional,1.2,3310530.37,689256.5,1618434.51,52647.95,950191.41
25396,Midsouth,2/19/2017,conventional,1.19,2929351.67,665322.17,1215056.58,41351.82,1007621.1
25397,Midsouth,2/12/2017,conventional,1.07,3403723.66,936823.61,1373680.54,38397.21,1054822.3
25398,Midsouth,2/5/2017,conventional,0.95,4703681.01,1220323.46,2257429.97,108936.31,1116991.27
25399,Midsouth,1/29/2017,conventional,1.22,3151000.47,740797,1363481.75,43527.67,1003194.05
25400,Midsouth,1/22/2017,conventional,1.17,3394184.15,737948.84,1519035.24,94412.42,1042787.65
25401,Midsouth,1/15/2017,conventional,1.23,3034320.24,693675.19,1293221.45,43787.1,1003636.5
25402,Midsouth,1/8/2017,conventional,1.11,3454819.97,777266.14,1624949.84,45093.12,1007510.87
25403,Midsouth,1/1/2017,conventional,1.12,2878967.54,653896,1285364.27,64703.08,875004.19
25404,Nashville,12/31/2017,conventional,0.81,258729.83,159028.54,10137.8,177.54,89385.95
25405,Nashville,12/24/2017,conventional,1.04,182002.85,96258.83,6816.8,201.49,78725.73
25406,Nashville,12/17/2017,conventional,0.91,197844.12,97643.53,7363.32,224.12,92613.15
25407,Nashville,12/10/2017,conventional,0.9,239587.94,123093.48,7029.89,199.82,109264.75
25408,Nashville,12/3/2017,conventional,1.01,229337,123038,8062,175,98063
25409,Nashville,11/26/2017,conventional,1.08,159826,83217,6254,183,70172
25410,Nashville,11/19/2017,conventional,1.02,188444,104128,6946,262,77107
25411,Nashville,11/12/2017,conventional,1.07,202631,121879,7035,281,73436
25412,Nashville,11/5/2017,conventional,1.02,229240.49,144908.02,8243.13,354.53,75734.81
25413,Nashville,10/29/2017,conventional,1.14,217723.59,125954.95,9477.04,185,82106.6
25414,Nashville,10/22/2017,conventional,1.41,167135.85,97915.36,9503.17,252.39,59464.93
25415,Nashville,10/15/2017,conventional,1.57,161020.39,87209.67,10227.66,125.62,63457.44
25416,Nashville,10/8/2017,conventional,1.76,140968.03,77117.26,4016.38,105.67,59728.72
25417,Nashville,10/1/2017,conventional,1.7,154956.62,73759.23,21324.74,90.32,59782.33
25418,Nashville,9/24/2017,conventional,1.66,159412.07,74533.49,22831.21,82.19,61965.18
25419,Nashville,9/17/2017,conventional,1.48,167440.24,70892.31,29793.52,69.77,66684.64
25420,Nashville,9/10/2017,conventional,1.42,176082.45,72427.91,37438.94,93.89,66121.71
25421,Nashville,9/3/2017,conventional,1.34,188701.54,76965.28,42751.23,76.41,68908.62
25422,Nashville,8/27/2017,conventional,1.28,184465.49,82465.35,40038.54,106.04,61855.56
25423,Nashville,8/20/2017,conventional,1.07,261757.88,114191.45,37848.66,52.6,109665.17
25424,Nashville,8/13/2017,conventional,1.05,268655.66,124290.96,38810.91,91.21,105462.58
25425,Nashville,8/6/2017,conventional,1.13,243526.27,106178.67,36727.83,49.22,100570.55
25426,Nashville,7/30/2017,conventional,1.14,217774.89,106460.13,29771.49,52.14,81491.13
25427,Nashville,7/23/2017,conventional,1.21,211384.21,95944.35,32144.65,179.51,83115.7
25428,Nashville,7/16/2017,conventional,1.18,212210.95,93140.13,32246.58,206.54,86617.7
25429,Nashville,7/9/2017,conventional,0.99,267296.7,101167.78,35679.18,109.54,130340.2
25430,Nashville,7/2/2017,conventional,0.96,281067.39,112545.01,39946.64,90.44,128485.3
25431,Nashville,6/25/2017,conventional,0.9,287217.67,114569.65,47014.32,60.26,125573.44
25432,Nashville,6/18/2017,conventional,1,260893.43,108420.61,33689.09,143.44,118640.29
25433,Nashville,6/11/2017,conventional,1.13,218540.28,107489.08,23109.92,141.95,87799.33
25434,Nashville,6/4/2017,conventional,1.07,269102.17,133059.17,12467.64,119.54,123455.82
25435,Nashville,5/28/2017,conventional,0.97,282671.14,149461.62,7592.89,149.22,125467.41
25436,Nashville,5/21/2017,conventional,0.99,259151.84,139176.17,7391.96,36.98,112546.73
25437,Nashville,5/14/2017,conventional,1.02,225323.91,124825.7,7630.5,100.44,92767.27
25438,Nashville,5/7/2017,conventional,0.84,368796.8,169743.69,12217.82,189.96,186645.33
25439,Nashville,4/30/2017,conventional,0.99,286322.22,147000.26,11874.45,78.43,127369.08
25440,Nashville,4/23/2017,conventional,1.1,226088.3,109053.98,8877.76,75.09,108081.47
25441,Nashville,4/16/2017,conventional,1.09,230566.12,111412.23,9801.87,135.7,109216.32
25442,Nashville,4/9/2017,conventional,1.03,251089.69,110090.84,10197.45,118.65,130682.75
25443,Nashville,4/2/2017,conventional,0.95,281438.76,122671.42,10966.77,86.7,147713.87
25444,Nashville,3/26/2017,conventional,0.91,276732.88,135016.05,10773,92.56,130851.27
25445,Nashville,3/19/2017,conventional,0.96,228023.12,110762.28,10019.64,100.06,107141.14
25446,Nashville,3/12/2017,conventional,0.75,261830.38,154343.07,10155.12,71.33,97260.86
25447,Nashville,3/5/2017,conventional,0.6,379324.44,174849.76,10907.3,185.57,193381.81
25448,Nashville,2/26/2017,conventional,0.88,216226.59,121849.81,13162.21,71.22,81143.35
25449,Nashville,2/19/2017,conventional,0.82,225664.23,113867.81,12392.24,123.12,99281.06
25450,Nashville,2/12/2017,conventional,0.66,271393.5,139708.54,30102.92,246.24,101335.8
25451,Nashville,2/5/2017,conventional,0.68,377719.7,182395.78,43116.96,149.64,152057.32
25452,Nashville,1/29/2017,conventional,0.93,238392.73,109656.49,20938.22,122.93,107675.09
25453,Nashville,1/22/2017,conventional,0.87,251189.52,112820.57,30481.58,81.46,107805.91
25454,Nashville,1/15/2017,conventional,0.89,251914.74,109163.63,20522.38,121.39,122107.34
25455,Nashville,1/8/2017,conventional,0.84,255094.17,126438.73,17389.25,183,111083.19
25456,Nashville,1/1/2017,conventional,0.73,249074.81,112089.34,27327.66,71.34,109586.47
25457,NewOrleansMobile,12/31/2017,conventional,1.06,262281.64,164147.55,23239.77,1336.79,73557.53
25458,NewOrleansMobile,12/24/2017,conventional,1.14,224869.91,127281.43,14372.7,1613.39,81602.39
25459,NewOrleansMobile,12/17/2017,conventional,1.03,251753.79,151885.76,18381.27,1505,79981.76
25460,NewOrleansMobile,12/10/2017,conventional,1.06,251601.16,144316.93,21840.9,1803,83640.33
25461,NewOrleansMobile,12/3/2017,conventional,0.97,266547,163448,19343,2002,81753
25462,NewOrleansMobile,11/26/2017,conventional,1.27,176817,96043,12239,1145,67390
25463,NewOrleansMobile,11/19/2017,conventional,1.27,207295,118191,14363,1729,73013
25464,NewOrleansMobile,11/12/2017,conventional,1.11,292987,176864,25045,2188,88890
25465,NewOrleansMobile,11/5/2017,conventional,1.32,225563.4,131134.51,19876.07,1893,72659.82
25466,NewOrleansMobile,10/29/2017,conventional,1.11,277437.66,169106.09,21885.18,1787,84659.39
25467,NewOrleansMobile,10/22/2017,conventional,1.26,269443.25,159833.64,24349.84,1576.11,83683.66
25468,NewOrleansMobile,10/15/2017,conventional,1.46,227947.46,135384.25,18515.33,173.04,73874.84
25469,NewOrleansMobile,10/8/2017,conventional,1.34,328829.92,207980.89,24630.11,31.1,96187.82
25470,NewOrleansMobile,10/1/2017,conventional,1.72,227535.41,132184.69,21112.28,9,74229.44
25471,NewOrleansMobile,9/24/2017,conventional,1.7,205976.51,129861.05,22072.72,19,54023.74
25472,NewOrleansMobile,9/17/2017,conventional,1.62,219275.21,136981.14,25106.49,108,57079.58
25473,NewOrleansMobile,9/10/2017,conventional,1.62,217336.35,123071.39,24260.85,164,69840.11
25474,NewOrleansMobile,9/3/2017,conventional,1.57,227168.31,129857.31,26734.97,290.73,70285.3
25475,NewOrleansMobile,8/27/2017,conventional,1.46,229748.3,133655.24,27697.42,188.82,68206.82
25476,NewOrleansMobile,8/20/2017,conventional,1.46,226946.53,128287.97,25042.77,77.91,73537.88
25477,NewOrleansMobile,8/13/2017,conventional,1.39,236698.78,130628.39,30558.86,82.91,75428.62
25478,NewOrleansMobile,8/6/2017,conventional,1.33,240983.48,130001.44,34141.47,44,76796.57
25479,NewOrleansMobile,7/30/2017,conventional,1.4,246036.68,142551.37,30114.36,41,73329.95
25480,NewOrleansMobile,7/23/2017,conventional,1.39,262774.91,155838.78,38067.91,78,68790.22
25481,NewOrleansMobile,7/16/2017,conventional,1.32,232912.36,120631.11,29406.15,39,82836.1
25482,NewOrleansMobile,7/9/2017,conventional,1.26,267928.19,156935.51,23221.13,28.96,87742.59
25483,NewOrleansMobile,7/2/2017,conventional,1.27,302052.69,177146.52,24028.95,64,100813.22
25484,NewOrleansMobile,6/25/2017,conventional,1.3,293079.22,168867.39,19760.58,104.95,104346.3
25485,NewOrleansMobile,6/18/2017,conventional,1.29,287734.91,177973.04,25893.61,157,83711.26
25486,NewOrleansMobile,6/11/2017,conventional,1.32,312695,187011.15,31940.35,188,93555.5
25487,NewOrleansMobile,6/4/2017,conventional,1.38,256543.43,158511.61,25352.42,298,72381.4
25488,NewOrleansMobile,5/28/2017,conventional,1.39,293608.21,182795.19,30514.83,267,80031.19
25489,NewOrleansMobile,5/21/2017,conventional,1.36,252110.25,155348.21,27177.19,345.91,69238.94
25490,NewOrleansMobile,5/14/2017,conventional,1.35,241194.43,139087.23,25294.95,347.82,76464.43
25491,NewOrleansMobile,5/7/2017,conventional,1.02,423839.41,261367.48,53102.06,220.92,109148.95
25492,NewOrleansMobile,4/30/2017,conventional,1.32,301447.98,193112.77,28592.77,251.05,79491.39
25493,NewOrleansMobile,4/23/2017,conventional,1.35,227634.47,134821.9,21723.74,301.14,70787.69
25494,NewOrleansMobile,4/16/2017,conventional,1.27,268722.38,156177.03,33661.51,241,78642.84
25495,NewOrleansMobile,4/9/2017,conventional,1.34,235686.8,134722.14,26489.36,249.11,74226.19
25496,NewOrleansMobile,4/2/2017,conventional,1.37,243155.13,137881.46,33317.61,192.06,71764
25497,NewOrleansMobile,3/26/2017,conventional,1.38,236515.28,133157.9,29086.58,355.97,73914.83
25498,NewOrleansMobile,3/19/2017,conventional,1.32,231348.89,130993.69,32649.16,284.06,67421.98
25499,NewOrleansMobile,3/12/2017,conventional,1.32,239083.77,145739.86,25219.09,271.03,67853.79
25500,NewOrleansMobile,3/5/2017,conventional,1.13,254912.18,134356.15,50228.72,184,70143.31
25501,NewOrleansMobile,2/26/2017,conventional,0.98,307637.26,190219.99,30519.39,140.16,86757.72
25502,NewOrleansMobile,2/19/2017,conventional,1.11,220338.25,123639.4,24706.23,289.36,71703.26
25503,NewOrleansMobile,2/12/2017,conventional,0.9,276002.68,160040.82,30195.68,443.13,85323.05
25504,NewOrleansMobile,2/5/2017,conventional,0.61,633235.06,400599.94,80089.33,402,152143.79
25505,NewOrleansMobile,1/29/2017,conventional,0.97,344239.35,208314.95,36546.78,316,99061.62
25506,NewOrleansMobile,1/22/2017,conventional,1.06,267331.27,138670.15,34757.27,273,93630.85
25507,NewOrleansMobile,1/15/2017,conventional,1.01,291083.26,171326.01,35657.65,232.92,83866.68
25508,NewOrleansMobile,1/8/2017,conventional,1.1,230884.67,124108.53,31296.37,316,75163.77
25509,NewOrleansMobile,1/1/2017,conventional,0.81,318672.94,175385.65,42839.67,242,100205.62
25510,NewYork,12/31/2017,conventional,1.33,1201219.44,36680.16,816261.84,445.17,347832.27
25511,NewYork,12/24/2017,conventional,1.34,1233461.89,36684.62,791089.36,1217.71,404470.2
25512,NewYork,12/17/2017,conventional,1.41,1181560.33,35511.18,661369.74,601.53,484077.88
25513,NewYork,12/10/2017,conventional,1.14,2390308.58,48483.07,1906061.15,1561.82,434202.54
25514,NewYork,12/3/2017,conventional,1.41,1191930,42352,652690,580,496308
25515,NewYork,11/26/2017,conventional,1.42,1210256,39943,696301,697,473316
25516,NewYork,11/19/2017,conventional,1.37,1335298,47063,654065,710,633460
25517,NewYork,11/12/2017,conventional,1.52,1122350,51661,667319,710,402660
25518,NewYork,11/5/2017,conventional,1.41,1319642.14,61830.21,632293.37,600.5,624918.06
25519,NewYork,10/29/2017,conventional,1.57,1217806.97,74423.5,788262.18,779.34,354341.95
25520,NewYork,10/22/2017,conventional,1.54,1253047.6,71422.68,788731.96,491.71,392401.25
25521,NewYork,10/15/2017,conventional,1.68,1176751.31,75694.79,747793.74,632.63,352630.15
25522,NewYork,10/8/2017,conventional,1.69,1105462.53,75444.57,669974.98,872.2,359170.78
25523,NewYork,10/1/2017,conventional,1.67,1201890.84,83287.52,707902.58,547.17,410153.57
25524,NewYork,9/24/2017,conventional,1.65,1178504.26,77197.18,716125.04,599.08,384582.96
25525,NewYork,9/17/2017,conventional,1.61,1154925.12,71450.66,693111.36,408.14,389954.96
25526,NewYork,9/10/2017,conventional,1.61,1150959.1,76107.84,681320.36,640.77,392890.13
25527,NewYork,9/3/2017,conventional,1.8,1077993.21,72172.99,630743.85,517.88,374558.49
25528,NewYork,8/27/2017,conventional,1.81,1100987.66,73400.68,639876.64,702.96,387007.38
25529,NewYork,8/20/2017,conventional,1.75,1057188.97,72101.32,582403.53,620.27,402063.85
25530,NewYork,8/13/2017,conventional,1.58,1267239.35,64027.77,686338.23,1222.6,515650.75
25531,NewYork,8/6/2017,conventional,1.56,1277419.69,59767.3,821262.42,2432.16,393957.81
25532,NewYork,7/30/2017,conventional,1.52,1306226.34,63098.74,856414.09,3849.65,382863.86
25533,NewYork,7/23/2017,conventional,1.55,1306877.98,63537.04,830714.94,3112.43,409513.57
25534,NewYork,7/16/2017,conventional,1.57,1327763.45,71450.18,859372.14,3388.19,393552.94
25535,NewYork,7/9/2017,conventional,1.63,1442667.56,82965.35,800414.02,3563.36,555724.83
25536,NewYork,7/2/2017,conventional,1.72,1304560.72,56685.05,733184.24,3145.41,511546.02
25537,NewYork,6/25/2017,conventional,1.47,1521598.08,53675.18,1060721.23,3691.1,403510.57
25538,NewYork,6/18/2017,conventional,1.82,1242160.85,55732.76,765117.64,3600.65,417709.8
25539,NewYork,6/11/2017,conventional,1.74,1374185.78,54293.79,753430.43,3000.9,563460.66
25540,NewYork,6/4/2017,conventional,1.83,1335461.36,51740.89,834879.59,3267.53,445573.35
25541,NewYork,5/28/2017,conventional,1.75,1451146.59,52861.92,824445.19,4083.43,569756.05
25542,NewYork,5/21/2017,conventional,1.8,1298242.54,54128.18,817106.16,3335.37,423672.83
25543,NewYork,5/14/2017,conventional,1.75,1387420.96,51358.7,797684.64,4111.68,534265.94
25544,NewYork,5/7/2017,conventional,1.65,1746824.6,56814.61,920313.85,3634.42,766061.72
25545,NewYork,4/30/2017,conventional,1.84,1228100.25,48042.72,808258.75,2747.33,369051.45
25546,NewYork,4/23/2017,conventional,1.68,1247609.13,45532.93,838408.44,2853.1,360814.66
25547,NewYork,4/16/2017,conventional,1.76,1222890.71,38975.1,775310.37,4900.16,403705.08
25548,NewYork,4/9/2017,conventional,1.75,1277721.97,37746.37,775729.89,2839.8,461405.91
25549,NewYork,4/2/2017,conventional,1.74,1221327.78,36138.61,791416.43,4113.73,389659.01
25550,NewYork,3/26/2017,conventional,1.72,1154893.52,28449.94,717035.68,20182.45,389225.45
25551,NewYork,3/19/2017,conventional,1.7,1155875.16,16705.37,737596.2,17545.38,384028.21
25552,NewYork,3/12/2017,conventional,1.76,1163703.37,16828.77,755172.29,12532.1,379170.21
25553,NewYork,3/5/2017,conventional,1.39,1465568.77,31240.27,1065008.71,34775.18,334544.61
25554,NewYork,2/26/2017,conventional,1.55,1241381.61,37239.25,855650.14,7080.46,341411.76
25555,NewYork,2/19/2017,conventional,1.28,1052132.16,107882.24,609206.21,6704.26,328339.45
25556,NewYork,2/12/2017,conventional,1.19,1955395.44,294591.11,1177334.06,13287.33,470182.94
25557,NewYork,2/5/2017,conventional,1.24,2544483.08,172265.9,1744342.19,279630.35,348244.64
25558,NewYork,1/29/2017,conventional,1.52,1270564.47,17844.88,816423.62,94445.56,341850.41
25559,NewYork,1/22/2017,conventional,1.48,1721917.04,15652.26,1169600.51,206537.54,330126.73
25560,NewYork,1/15/2017,conventional,1.38,1384264.04,14301.61,995747.96,58355.49,315858.98
25561,NewYork,1/8/2017,conventional,1.29,1532074.69,18585.1,1207607.23,6403.22,299479.14
25562,NewYork,1/1/2017,conventional,1.44,940983.17,10498.68,668183.16,22804.6,239496.73
25563,Northeast,12/31/2017,conventional,1.31,3652549.7,235982.42,2537022.88,7412.85,872131.55
25564,Northeast,12/24/2017,conventional,1.37,3489057.04,186562.39,2247768.56,6300.51,1048425.58
25565,Northeast,12/17/2017,conventional,1.35,3504253.8,224383.39,2159906.12,10505.68,1109458.61
25566,Northeast,12/10/2017,conventional,1.17,5543004.84,235645.01,4168090.07,8054.61,1131215.15
25567,Northeast,12/3/2017,conventional,1.32,4030251,219287,2671616,6523,1132825
25568,Northeast,11/26/2017,conventional,1.37,3269460,208161,1937090,6919,1117290
25569,Northeast,11/19/2017,conventional,1.37,3680754,192312,2061116,7247,1420079
25570,Northeast,11/12/2017,conventional,1.35,3925104,234190,2638119,13068,1039727
25571,Northeast,11/5/2017,conventional,1.45,3492828.1,228843.35,1955086.76,5588.32,1303309.67
25572,Northeast,10/29/2017,conventional,1.52,3430235.17,251453.16,2238785.24,6303.94,933692.83
25573,Northeast,10/22/2017,conventional,1.51,3380058.07,289343.32,2157327.99,6149.33,927237.43
25574,Northeast,10/15/2017,conventional,1.62,3251117.56,302669.36,2116241.41,6202.08,826004.71
25575,Northeast,10/8/2017,conventional,1.63,3065336.1,291046.85,1864722.88,6148.69,903417.68
25576,Northeast,10/1/2017,conventional,1.61,3438536.39,303877.34,2154492.82,6754.69,973411.54
25577,Northeast,9/24/2017,conventional,1.59,3424954.07,264819.64,2218374.38,6873.95,934886.1
25578,Northeast,9/17/2017,conventional,1.54,3350043.59,255828.11,2093753.14,5689.66,994772.68
25579,Northeast,9/10/2017,conventional,1.61,3536857.97,264529.93,2267361.07,6494.94,998472.03
25580,Northeast,9/3/2017,conventional,1.75,3330799.31,269503.29,2097278.42,6901.98,957115.62
25581,Northeast,8/27/2017,conventional,1.7,3374546.02,246450.56,2076611.47,7302.53,1044181.46
25582,Northeast,8/20/2017,conventional,1.68,3417507.87,233399.64,2072428.62,7950.27,1103729.34
25583,Northeast,8/13/2017,conventional,1.49,4323440.02,235128.9,2842288.75,13705.7,1232316.67
25584,Northeast,8/6/2017,conventional,1.52,4132666.26,227866.95,2801740,14589.95,1088469.36
25585,Northeast,7/30/2017,conventional,1.49,4018833.97,232617.59,2705082.88,15289.08,1065844.42
25586,Northeast,7/23/2017,conventional,1.46,4222039.27,235858.72,2896879.68,22482.01,1066818.86
25587,Northeast,7/16/2017,conventional,1.5,4180237.98,266663.37,2858828.89,30721.99,1024023.73
25588,Northeast,7/9/2017,conventional,1.58,4406341.73,289590.47,2850917.36,25597.43,1240236.47
25589,Northeast,7/2/2017,conventional,1.63,4035234.26,242271.89,2580466.19,39314.57,1173181.61
25590,Northeast,6/25/2017,conventional,1.54,4121661.3,232666.83,2909813.43,25224.18,953956.86
25591,Northeast,6/18/2017,conventional,1.68,3945270.4,237156.76,2668419.58,20366.86,1019327.2
25592,Northeast,6/11/2017,conventional,1.68,4060850.93,246826.64,2632016.93,13643.55,1168363.81
25593,Northeast,6/4/2017,conventional,1.74,4096560.83,241585.33,2718513.23,12943.73,1123518.54
25594,Northeast,5/28/2017,conventional,1.71,4529672.68,265254.03,2874935.5,14156.23,1375326.92
25595,Northeast,5/21/2017,conventional,1.66,4110305.09,302107.66,2678109.07,15192.54,1114895.82
25596,Northeast,5/14/2017,conventional,1.67,4163120.72,235696.82,2525304.86,15247.5,1386871.54
25597,Northeast,5/7/2017,conventional,1.53,5262336.16,305718.69,3009076.65,22448.52,1925092.3
25598,Northeast,4/30/2017,conventional,1.6,4289149.75,286828.17,2806975.81,14226.06,1181119.71
25599,Northeast,4/23/2017,conventional,1.59,3846196.3,244168.62,2440599.66,12331.97,1149096.05
25600,Northeast,4/16/2017,conventional,1.65,4043204.76,222626.36,2576783.08,14146.92,1229648.4
25601,Northeast,4/9/2017,conventional,1.6,4313430.98,221283.06,2750988.26,12498.1,1328661.56
25602,Northeast,4/2/2017,conventional,1.62,3988654.48,235162.47,2529680.45,14491.29,1209320.27
25603,Northeast,3/26/2017,conventional,1.54,3977196.18,201606.45,2556561.4,35248.23,1183780.1
25604,Northeast,3/19/2017,conventional,1.59,3768359.35,176542.27,2451289.31,30573.3,1109954.47
25605,Northeast,3/12/2017,conventional,1.6,3779295.69,166067.6,2452508.05,28153.1,1132566.94
25606,Northeast,3/5/2017,conventional,1.34,4468555.34,237802.16,3228538.95,63971.19,938243.04
25607,Northeast,2/26/2017,conventional,1.43,3980574.14,206240.69,2790944.02,24709.35,958680.08
25608,Northeast,2/19/2017,conventional,1.36,3526205.21,321067.02,2259557.92,21331.82,924248.45
25609,Northeast,2/12/2017,conventional,1.19,5367769.78,736158.49,3387834.41,45051.71,1198725.17
25610,Northeast,2/5/2017,conventional,1.23,6724196.61,624600.42,4684187.02,375904.92,1039504.25
25611,Northeast,1/29/2017,conventional,1.39,4155042.11,201045.06,2754050.67,131086.5,1068859.88
25612,Northeast,1/22/2017,conventional,1.39,5007356.22,206778.67,3425747.61,319052.61,1055777.33
25613,Northeast,1/15/2017,conventional,1.36,4250958.55,203358.77,2913734.21,96705.28,1037160.29
25614,Northeast,1/8/2017,conventional,1.25,4691937.5,203756.33,3517891.27,29359.1,940930.8
25615,Northeast,1/1/2017,conventional,1.35,3513388.32,174842.62,2589315.66,39606.96,709623.08
25616,NorthernNewEngland,12/31/2017,conventional,1.13,513318.77,12055.64,455794.95,1957.91,43510.27
25617,NorthernNewEngland,12/24/2017,conventional,1.36,347811.65,8585.08,251130.76,1335.19,86760.62
25618,NorthernNewEngland,12/17/2017,conventional,1.26,394608.36,8588.72,304318.64,2955.36,78745.64
25619,NorthernNewEngland,12/10/2017,conventional,1.29,364577.18,9450.19,265318.32,1317.74,88490.93
25620,NorthernNewEngland,12/3/2017,conventional,1.1,636106,15373,576981,1540,42212
25621,NorthernNewEngland,11/26/2017,conventional,1.41,270865,7679,210476,1350,51360
25622,NorthernNewEngland,11/19/2017,conventional,1.36,311603,8451,230533,1285,71335
25623,NorthernNewEngland,11/12/2017,conventional,1.01,681570,19108,588116,3876,70471
25624,NorthernNewEngland,11/5/2017,conventional,1.51,288593.62,9954.77,229668.21,1209.71,47760.93
25625,NorthernNewEngland,10/29/2017,conventional,1.5,304167.22,10155.17,237554.72,1307.67,55149.66
25626,NorthernNewEngland,10/22/2017,conventional,1.52,300976.46,12997.21,237665.93,1461.46,48851.86
25627,NorthernNewEngland,10/15/2017,conventional,1.58,298364.19,12295.38,244434.33,1566.21,40068.27
25628,NorthernNewEngland,10/8/2017,conventional,1.61,267322.07,13747.51,203354.1,1304.64,48915.82
25629,NorthernNewEngland,10/1/2017,conventional,1.64,290521.98,12237.85,217700.24,1440.92,59142.97
25630,NorthernNewEngland,9/24/2017,conventional,1.63,296892.52,10778.57,233287.45,1510.55,51315.95
25631,NorthernNewEngland,9/17/2017,conventional,1.59,281832.66,17182.07,213664.48,1190.12,49795.99
25632,NorthernNewEngland,9/10/2017,conventional,1.74,312541.08,23481.64,229059.76,1536.7,58462.98
25633,NorthernNewEngland,9/3/2017,conventional,1.88,288210.32,24015.11,215287.21,1644.8,47263.2
25634,NorthernNewEngland,8/27/2017,conventional,1.83,277558.13,11729.61,202013.68,1677.75,62137.09
25635,NorthernNewEngland,8/20/2017,conventional,1.82,322962.89,5632.85,242365.82,2441.56,72522.66
25636,NorthernNewEngland,8/13/2017,conventional,1.24,554390.58,8993.96,476884.89,5005.47,63506.26
25637,NorthernNewEngland,8/6/2017,conventional,1.59,462412.85,7918.05,369483.25,4703.97,80307.58
25638,NorthernNewEngland,7/30/2017,conventional,1.55,412937.73,7321.27,340883.77,4312.89,60419.8
25639,NorthernNewEngland,7/23/2017,conventional,1.38,464876.48,7288.33,387463.06,6472.03,63653.06
25640,NorthernNewEngland,7/16/2017,conventional,1.39,490940.46,12060.32,404809.72,11916.24,62154.18
25641,NorthernNewEngland,7/9/2017,conventional,1.48,486214.04,12466.36,397668.16,11922.66,64156.86
25642,NorthernNewEngland,7/2/2017,conventional,1.57,432564.12,9383.7,330212.3,22416.37,70551.75
25643,NorthernNewEngland,6/25/2017,conventional,1.62,359321.55,8947.03,270962.51,13004.97,66407.04
25644,NorthernNewEngland,6/18/2017,conventional,1.52,420089.07,9653.18,327624.68,7455.86,75355.35
25645,NorthernNewEngland,6/11/2017,conventional,1.62,406486.08,9491.92,326672.5,2468.8,67852.86
25646,NorthernNewEngland,6/4/2017,conventional,1.66,401637.7,8209.2,322243.99,2107.52,69076.99
25647,NorthernNewEngland,5/28/2017,conventional,1.66,445049.68,10552.04,357297.24,2336.14,74864.26
25648,NorthernNewEngland,5/21/2017,conventional,1.54,393289.53,10135.32,314676.72,2188.89,66288.6
25649,NorthernNewEngland,5/14/2017,conventional,1.53,391189.88,7559.58,295163.55,2628.5,85838.25
25650,NorthernNewEngland,5/7/2017,conventional,1.23,544200.61,8809.36,334984.45,4090.47,196316.33
25651,NorthernNewEngland,4/30/2017,conventional,1.39,407790.12,9127.08,296827.97,1939.54,99895.53
25652,NorthernNewEngland,4/23/2017,conventional,1.38,404739.65,12604.22,255970.54,2244.84,133920.05
25653,NorthernNewEngland,4/16/2017,conventional,1.46,417480.41,11163.07,314450.49,2270.89,89595.96
25654,NorthernNewEngland,4/9/2017,conventional,1.33,515775.3,14320.67,418277.81,2325.08,80851.74
25655,NorthernNewEngland,4/2/2017,conventional,1.45,422201.67,12862,298461.59,2600.59,108277.49
25656,NorthernNewEngland,3/26/2017,conventional,1.38,416769.78,10551.64,299053.26,2432.2,104732.68
25657,NorthernNewEngland,3/19/2017,conventional,1.43,380612.68,7926.17,267013.2,2512.28,103161.03
25658,NorthernNewEngland,3/12/2017,conventional,1.41,397861.17,8862.88,272805.73,2790.68,113401.88
25659,NorthernNewEngland,3/5/2017,conventional,1.38,384828.85,9417.54,318710.7,4245.38,52455.23
25660,NorthernNewEngland,2/26/2017,conventional,1.25,434201.49,9612.04,363051.67,5133.05,56404.73
25661,NorthernNewEngland,2/19/2017,conventional,1.37,375322.2,8811.46,295892.82,3364.17,67253.75
25662,NorthernNewEngland,2/12/2017,conventional,1.13,501364.8,13508.23,424253.19,7548.54,56054.84
25663,NorthernNewEngland,2/5/2017,conventional,1.13,701706,23160.46,625037,4984.23,48524.31
25664,NorthernNewEngland,1/29/2017,conventional,1.21,423387.02,15901.2,348629.28,3634.19,55222.35
25665,NorthernNewEngland,1/22/2017,conventional,1.17,502345.31,16606.58,421568.56,9377.69,54792.48
25666,NorthernNewEngland,1/15/2017,conventional,1.25,421262.96,13397.71,330248.49,6370.03,71246.73
